Dist Code,Year,Dist Name,PADDY AREA (1000 ha),PADDY PRODUCTION (1000 Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),BAJRA AREA (1000 ha),BAJRA PRODUCTION (1000 Quintal),BAJRA HARVEST PRICE (Rs per Quintal),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 Quintal),MAIZE HARVEST PRICE (Rs per Quintal),RAGI AREA (1000 ha),RAGI PRODUCTION (1000 Quintal),RAGI HARVEST PRICE (Rs per Quintal),GRAM AREA (1000 ha),GRAM PRODUCTION (1000 Quintal),GRAM HARVEST PRICE (Rs per Quintal),ARHAR AREA (1000 ha),ARHAR PRODUCTION (1000 Quintal),ARHAR HARVEST PRICE (Rs per Quintal),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 Quintal),SESAMUM HARVEST PRICE (Rs per Quintal),SAFFOLA AREA (1000 ha),SAFFOLA PRODUCTION (1000 tons),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 Quintal),SUGARCANE HARVEST PRICE (Rs per Quintal),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 Quintal),COTTON HARVEST PRICE (Rs per Quintal)
61,1991,Khammam,160.04,3636.2,321,1,1,98.6,952,336,3,10,,6,40,298,10,60,,4,20,,25,130,900,4,20,1015,2.3,3,1513,6.6,2,0.1,0,0.6,41,378,1.5,2,1603
61,1992,Khammam,148.9,2944.2,315,0.2,0.1,31.4,285,,0,0,0,78,1580,,0,0,0,1,3,,5,10,940,29,140,858,3.9,5,1244,0,0,0,0,1.1,71,,6,10,1032
61,1993,Khammam,145,3630,366,0,0,90.6,605,280,4,10,280,6,90,,0,0,0,0.1,0,0,16,90,935,31,390,890,5.8,7,1231,0,0,0,0,0.5,34,,9,10,1352
61,1994,Khammam,171,4520,366,0.6,0.3,240,1175,395,25,90,,0,0,311,30,190,,3,10,,33,120,1132,114,510,1030,1.5,1,1370,4.9,1.1,0.5,0.2,0,0,,6,10,2325
61,1995,Khammam,129,3040,391,2,1,137.1,708,,3,10,,75,600,373,4,10,,11,30,,13,30,1658,4,30,1040,3.3,3,,8.2,2.6,1.3,0.4,11.7,698,,1,1,2006
61,1996,Khammam,183,4760,390,0,0,115.8,466,510,65,240,386,1,20,365,0,0,0,0.4,1,1203,13,30,1240,44,460,1227,1.2,1,1504,0.4,0.1,0.7,0.2,0.5,31,850,5,10,1694
61,1997,Khammam,130,2690,421,2,1,41.1,222,497,0.3,1,389,66,1220,391,0,0,0,4,20,1441,3,10,1652,4,50,1173,1.3,2,1432,1.3,0.2,1.2,0.6,10.5,760,1043,5,3,1920
61,1998,Khammam,186,5080,465,0.1,0.1,77.5,282,470,11,50,394,40,460,460,0,0,0,1,0,0,5,10,1623,63,370,1198,21,20,1983,0.1,0,0.1,0,0,0,981,34,150,1888
61,1999,Khammam,177.52,4000.1,492,2.7,0.3,203.3,1007,593,0,0,0,24,190,415,0,0,0,2,0,0,35,40,1450,2,10,1153,24.5,16,1959,0,0,0,0,1,71,715,140,100,1841
61,2000,Khammam,183.31,5043,511,2,1,125.7,1009,613,4,10,418,6,60,358,8,80,448,5,10,1466,32,70,1308,5,40,1157,2.3,3,1461,7.3,1.5,2.4,0.7,2,142,1426,6.5,10,2283
61,2001,Khammam,138.26,3926.3,520,0.3,0.1,31.5,205,558,0,0,0,83,1870,443,0,0,0,1,2,1525,6,10,1360,51,460,1229,3,3,1744,0,0,0,0,0.8,57,811,15,20,1790
61,2002,Khammam,104,1810,609,0,0,77.3,684,596,3,10,479,7.5,121,453,0,0,0,0.1,0,0,22,70,1450,44,460,1549,5.5,9,1898,0,0,0,0,0,0,829,12,40,2022
61,2003,Khammam,142.11,4124.8,536,1,1,197.2,1101,447,33,120,465,0.4,10,495,26,160,467,3,10,1414,40,30,1463,103,590,1420,3.8,3,1862,2.9,0.9,1.4,0.3,0.2,14,776,13,20,2169
61,2004,Khammam,162.6,4740.9,593,3,1,147.9,1050,648,4,10,516,71,730,491,3,20,505,11,20,1604,18,10,1426,3,20,1455,2.8,4,2438,6.3,1.3,4.2,0.8,12.9,856,1188,2,3,1834
61,2005,Khammam,200.09,5309.6,664,0.1,0,122.4,393,702,79,180,662,1,10,507,0,0,0,0.4,0,0,17,20,1500,55,350,1642,1.9,2,2261,0.5,0.1,2.1,0.8,0.1,7,1100,6,10,1971
61,2006,Khammam,178.2,4481.2,633,2,1,42.9,330,780,2,10,616,64,1150,604,1,10,521,4,10,1943,4,10,1999,7,50,2200,1.1,1,2239,1,0.2,1.8,0.4,10.4,791,1178,5,6,1999
61,2007,Khammam,176.28,5482,813,0,0,82.5,601,876,10,40,742,28,520,625,0,0,0,1,0,0,9,2,2160,67,610,2078,24.1,26,3105,0,0,0.1,0,0,0,1041,38,140,1915
61,2008,Khammam,194.8,5956.1,1017,2.8,1.1,186,548,1116,0,0,0,22.6,214,779,0,0,0,2.2,3,2306,34.9,32,2853,1.9,9,2299,29,9,3735,0.3,0.1,0.2,0,0.5,39,1971,136,58,2698
61,2009,Khammam,103.1,3065,1448,1.8,0.5,101.6,659,1573,3.6,12,908,4.5,64,783,7.9,65,1041,3.6,5,2116,28.8,73,3730,9.2,91,2518,2.1,2,3847,3.2,0.6,2.9,0.9,1.9,135,2089,19.3,14,2923
61,2010,Khammam,218.25,7040.7,1024,0.4,0.2,25.6,157,1432,0,0,0,86,2268,1089,0,0,0,1.2,5,2808,5.8,10,3289,69.9,737,3592,4,2,3807,0,0,0.2,0.1,1.7,121,2069,27.2,19,3760
61,2011,Khammam,165.31,4116.9,1093,0,0,72.7,338,2211,2.6,9,,6.1,108,1058,0,0,0,0.1,0,0,24.8,76,2977,34.8,412,4279,6,5,4811,0,0,0.2,0.1,0.9,66,2200,17.2,12,3558
61,2012,Khammam,153.84,4730.8,2170,0.3,0.1,287.1,1230,2717,36,79,,0.4,8,1205,31.3,195,,1.6,6,3551,46.6,62,3992,167.8,912,4997,1.5,1,6820,1.7,0.5,4.6,1.2,0.1,7,,30.6,22,3523
61,2013,Khammam,191.78,5752.8,,1.8,0.9,123,568,,3.5,12,,70,607,,1.9,11,,12.9,32,,14.1,24,,5.6,47,,3.7,2,,2.1,0.4,7.8,1.1,14.3,1009,,4.2,3,
61,2014,Khammam,145.71,4561.8,,0,0,103.6,377,,60.2,222,,0.6,11,,0,0,0,0.3,0,0,19.1,39,,49.8,468,,2.2,1,,0.4,0.2,1.4,0.4,0.2,11,,9.8,7,
61,2015,Khammam,121.72,3693.4,1489,2.8,3.5,31.1,140,,0,0,0,60.1,1229,1405,0.4,2,,4.7,11,,4.4,8,,22.3,267,7264,1,0,,0.7,0.2,1.2,0.6,16.6,1167,3100,9.7,7,3796
61,2016,Khammam,121,4457.6,,0.1,0,65.2,186,,7.5,38,,24.3,366,,0,0,0,0.7,2,,9.6,12,,81.8,675,,28.5,9,,0,0,0.3,0.1,0,1,,52.3,94,
61,2017,Khammam,161.32,5124,,3.1,2.7,202.7,1109.8,,0,0,0,21.8,234.1,,0,0,0,2.3,12,,43.5,41,,2.2,16,,19.8,24,,0,0,0.5,0.3,0.4,35,,152.4,171,
58,1966,Mahabubnagar,107,1270,47.5,1.8,1.3,102.6,903,59,2.2,7,66.2,3.9,67.5,,8,72,62.1,3.7,9,132.5,28.5,91,101.4,6.8,63,137.3,2.2,1,195.6,3,0.8,1.9,0.9,0.6,72,,16,26,
58,1967,Mahabubnagar,119,1390,55.7,0.3,0.2,21,85.9,65.9,0,0,0,82.5,2418.9,,0,0,0,0.8,2,,5.3,11,,63.8,632,,2.2,3,152.3,0,0,0.8,0.5,1.8,81,,29.2,48,
58,1968,Mahabubnagar,92.3,1010,61.9,0,0,49.9,319.1,65.1,0.6,5,55,6.9,137.6,,0,0,0,0.1,0,0,31.4,147,76.9,33.3,407,124.2,8.3,9,,0,0,0.1,0.1,1.1,86,,32.1,79,
58,1969,Mahabubnagar,99.3,1034,53.1,0.4,0.3,297.3,1847.6,56.2,26.8,113,55,0.5,21.8,,31.3,217,51.7,2.3,5,118.5,49.1,82,89.8,173.9,1254,125.2,1.4,1,187.5,1.1,0.2,5.6,2.5,0.1,3,,29,55,
58,1970,Mahabubnagar,117.6,1223,57.9,2.6,1.7,130.3,686.7,62.7,3.2,10,45.5,65.5,1102.7,,1.7,12,45.7,12,34,82.4,13.8,20,93.9,5.1,41,128.5,2.7,1,216.6,6.8,1.4,9.1,5.5,16.6,1348,,4,7,
58,1971,Mahabubnagar,79.4,921,70.2,0,0,83.9,298.7,85.7,76.3,195,71.1,0.7,14,,0,0,0,0.6,1,79.9,20.6,29,93.5,63.4,581,125.1,2,2,172.3,0.5,0.1,1.8,0.8,1.1,174,,17.6,29,
58,1972,Mahabubnagar,67,746,90.8,2.5,1.9,38.8,242.9,110.6,2.4,8,87.2,63,1590.3,,0.2,1,91.9,6.2,30,,3.7,8,144.4,13.4,142,179.1,1.4,2,214.2,0.8,0.2,3.7,2.4,15.6,1256.1,,10.1,16,211.3
58,1973,Mahabubnagar,106.3,1654,85,0.1,0.1,48.7,214.1,95.5,3.1,19,86.1,23.9,399.7,,0.1,1,80.4,0.9,2,,8.7,13,121.9,89,754,214.8,23.5,18,,0,0,0.4,0.2,0,0.8,,57.9,138,
58,1974,Mahabubnagar,121.3,1617,112.8,2.44,3.41,182.85,918.2,152.7,1.34,5.3,142.2,22.45,223.9,,0,0,0,2.47,5.9,,46.95,32.4,190.1,1.82,19,215.6,23.25,8.3,,0.02,0.01,0.73,0.45,0.53,42,,157.47,154.7,344.1
58,1975,Mahabubnagar,144.4,1846,81,2.36,1.58,104.68,925.6,107.1,2.52,10,81.9,4.5,114.4,,7.54,87.4,74.5,3.08,10.6,,27.49,80.6,,8.87,99.3,151.2,1.69,2.2,,3.65,0.86,0.81,0.39,2.3,171,,13.96,76.9,337.2
58,1976,Mahabubnagar,148.6,1866,92.5,0.38,0.35,9.31,64.1,122,0.02,0.1,107.7,87.12,2278.6,,0,0,0,0.89,2.3,,4.43,10.2,211.4,64.18,789.7,240.5,4.05,2.4,,0.03,0.01,3.88,2.74,3.61,265,,26.17,126,435
58,1977,Mahabubnagar,135.2,1932,94,0,0,48.69,270.1,109.5,1.33,5.3,100,9.24,182.6,,0.02,0.2,89,0.16,0.7,214,27.52,137.9,266,36.99,428.7,234.5,9.24,8.3,,0,0,0.39,0.25,1.5,112,,32.11,77.9,269
58,1978,Mahabubnagar,164.9,2831,84,0.38,0.35,285.35,2044.9,85.8,24.15,121,70,0.83,17.4,,29.75,239.9,66,2.27,4.7,240,49.48,75.2,247,186.88,1941.5,212,1.52,2.3,,0.98,0.25,10.57,4.1,0.12,9,,23.11,51.1,392.3
58,1979,Mahabubnagar,160,2900,92.8,1.96,1.33,120.66,892.5,93.5,2.79,11,84,64.93,1229.6,,1.4,10.2,77,11.75,44.6,218,13.92,24.5,242,10.76,111.2,268.5,2.26,3.4,,5.78,1.53,4.39,2.91,19.55,1263.1,,4.46,8.2,374.5
58,1980,Mahabubnagar,136,2230,122.3,0,0,59.71,221.9,129.1,46.98,153.2,108,0.97,18.6,,0,0,0,0.43,0.9,357.3,21.4,32.5,290,67.46,637.9,349.5,2.08,3.2,,0.12,0.03,1.44,0.7,1.52,115.3,,15.29,28.1,358
58,1981,Mahabubnagar,158,2870,129.5,1.39,1.31,28.81,189.7,149,3.1,12.3,125.3,62.17,1220.4,,0.24,2.1,118,3.07,10.6,361.1,3.49,7.2,298.4,9.81,114,354.5,2.16,1.3,,1.08,0.27,3.79,2.1,19.93,1731.1,,11.52,21.2,378.4
58,1982,Mahabubnagar,118.5,1737,147.4,0.04,0.04,35.61,189.4,148.3,2.61,17.9,122.2,27.42,553,,0,0,0,1.02,2.4,362.2,10.66,25.7,316.6,103.03,874.5,397.2,20.98,37.2,,0.09,0.02,4.43,4.45,0.02,2,,53.17,128.1,384.2
58,1983,Mahabubnagar,156.6,2421,149.2,1.47,1.64,177.81,773.8,156.9,0.03,0.1,132.9,22.71,355.7,134.1,0,0,0,1.15,3.4,364.6,45.4,53.6,345,2.06,20.5,412.3,23.95,18,,0.02,0.01,5.64,4.78,0.52,35.9,,171.64,142.4,407.1
58,1984,Mahabubnagar,93.3,1262,150.4,2.18,1.42,103.45,800.9,160,1.64,4.9,131.5,4.24,61.4,,8.7,59.6,131.1,3.66,9.6,395.1,28.67,69.1,329.4,8.95,91.2,408.4,1.97,2.2,,3.85,1.89,1.71,1.29,2.49,195.2,,15.39,33.1,410.2
58,1985,Mahabubnagar,63.6,852,171.8,0.26,0.22,8.11,52.9,143.7,0.01,0,0,84.21,2235.3,,0,0,0,0.9,3.1,460.9,4.66,12.2,310.4,62.13,762.3,487.8,3.42,3.1,,0.27,0.08,7.73,7.14,2.73,216.8,,26.27,102.4,451
58,1986,Mahabubnagar,37,420,185.2,0,0,43.01,263,153,1.02,3,139,10.46,200.2,,0,0.1,137,0.23,0.8,370,28.75,139.4,472,38.03,420.6,539.5,8.45,11.3,,0,0.14,2.33,2.2,2.57,197.8,,32.68,126.2,500
58,1987,Mahabubnagar,52,740,203.3,0.28,0.23,267.32,1012.3,160,16.65,41.5,140,1.36,29.1,,25.3,115.4,138,1.98,7,380,52.52,90.9,500,208.8,1221.5,567.5,1.32,2.4,,0.87,0.42,31.43,23.06,0.1,8.4,,28.14,72.5,700
58,1988,Mahabubnagar,136.5,2937,212,1.82,1.53,107.4,660,240.5,2.6,7.7,185,69.91,809.5,,0.77,2.2,168,11.34,41.2,,12.64,24.3,597,8.97,79.5,534,1.82,2.7,,5.14,3.29,7.97,5.8,21.99,1666.7,,6.62,12.7,
58,1989,Mahabubnagar,143.4,2627,216.5,0,0,49.84,237.7,204,38.82,118.4,175,1.22,22.9,,0,0.1,178,0.32,1.1,669,21.11,83.6,645,71.03,662.6,653.5,2.53,4.5,,0.22,0.07,2.2,1.78,1.11,79.9,,21.52,41.2,
58,1990,Mahabubnagar,132.68,2610.8,234,1.12,0.94,24.86,189.8,222,2.27,6.7,182,62.57,1431,,0.17,0.8,158,2.49,8.4,692,2.98,7.8,852,6.86,76.3,851,1.51,1.6,,0.88,0.71,4.52,4.14,21.59,1637.5,,12.06,23.1,942
58,1991,Mahabubnagar,162.41,3857.5,302,0.14,0.12,24.55,169.5,367,1.23,9.3,301,29.65,580.6,298,0,0,0,0.72,2.4,781,8.79,56.1,941,99.23,925,954,20.3,43.9,,0.01,0.01,8.28,10.09,0,0,378,56.99,157.4,1385
58,1992,Mahabubnagar,77.35,1367.8,358,2.85,2.69,186.6,1593.8,295,0.16,0.5,290,24.75,445.7,,0,0,0,2.06,4.5,720,42.23,37.6,950,3.53,38.8,918,22.39,38.5,,0.15,0.15,7.47,4.89,0.19,13.5,,161.65,197.4,1150
58,1993,Mahabubnagar,75,1260,398,1.72,0.93,100.92,861.5,285,1.73,5.3,270,3.76,182,,8.5,83.8,200,3.53,8.2,1120,27.71,38.8,740,7.82,84.8,1035,2.03,1.9,,3.82,2.02,3.47,2.04,1.98,138.5,,19.11,43.9,1650
58,1994,Mahabubnagar,69,1210,417,0.3,0.23,7.78,48.5,372,0.22,0.7,272,83.61,2563.3,305,0,0,0,0.91,2.8,989,3.74,5.9,1116,54.53,625.3,1024,3.87,7.7,,0.25,0.08,13.79,11.01,2.68,187.9,584,33.59,98.1,2231
58,1995,Mahabubnagar,100,1910,437,0,0,39.4,265,,0.58,1.8,398,12.03,407.8,431,0.04,0.4,390,0.23,0.7,914,24.49,90.6,1141,32.43,413.9,1023,7.15,16.7,,0,0.09,3.72,3.06,1.47,103.1,,43.77,101.6,2071
58,1996,Mahabubnagar,121,2660,467,0.28,0.22,216.36,1551.1,465,13.32,36.1,361,2.54,67.9,401,18.38,147.1,321,1.5,3.8,1449,37.01,43.7,1313,153.27,759.1,1115,1.41,3.3,1452,1.48,0.83,34.09,17.23,0.06,4.4,850,37.5,50.9,1757
58,1997,Mahabubnagar,92,1790,505,2.49,1.24,112.97,855,470,2.39,7.3,372,65.89,1451.5,411,0.61,2.9,372,11.7,35.7,1650,11.61,6.6,1320,7.8,86.1,1099,2.5,3.7,1338,5.41,4.38,12.23,8.76,16.42,1150.1,1043,11.41,19.8,1850
58,1998,Mahabubnagar,147,2920,,0.02,0.01,40.58,172.8,450,25.91,82.1,607,1.39,36,347,0.02,0.4,469,0.48,1.5,,19,27.6,1267,64.24,676.6,,3.27,7.6,1836,0.59,0.08,4.09,2.93,0.58,40.8,1754,37.92,65.7,1836
58,1999,Mahabubnagar,133.07,2257.6,604,1.24,1.55,34.31,258.7,766,4.41,13.4,510,57.84,1809.7,457,0.12,1,466,2.73,15,1291,2.73,4.3,1450,8.19,118.9,1232,1.17,2.4,1564,1.53,1.11,7.11,9.63,12.17,852.6,910,14.96,25.9,1875
58,2000,Mahabubnagar,166.46,4314.3,520,0.05,0.04,31.16,213,451,0.83,3.6,351,31.77,708.8,372,0.02,0.2,405,0.82,2.6,1575,7.99,22.8,1268,79.18,757.4,1098,21.52,60.2,1845,0.18,0.07,14.05,11.33,0.01,0.2,1268,62.64,128.6,2075
58,2001,Mahabubnagar,137.18,3277.9,562,3,2,188,1900,493,0,0,0,25,470,472,0,0,0,2,10,1440,39,40,1281,3,30,1202,26,50,1719,0.34,0.07,12,7,0,10,,148,248.2,1705
58,2002,Mahabubnagar,110,2220,614,2,1,96,790,502,2,10,479,3,70,517,11,90,415,4,10,1351,24,110,1587,8,80,1496,2,0,1828,4.49,0.57,6,3,0,30,829,17,30.6,2031
58,2003,Mahabubnagar,99.5,2306.1,584,0,0,10,70,509,0,0,0,69,2010,478,0,0,0,1,0,0,3,10,1597,48,580,1703,4,10,1864,0,0,17,14,2,200,776,31,86.7,2430
58,2004,Mahabubnagar,83.81,1898,556,0,0,47,320,691,1,0,0,15,420,520,0,0,0,0,0,0,29,140,1471,35,340,1388,11,20,2109,0,0,5,4,3,160,1188,40,136,1752
58,2005,Mahabubnagar,128.15,3205.4,667,0,0,203,1300,800,14,50,518,4,100,537,20,190,531,2,10,1723,29,60,1633,145,1260,1567,1,0,1768,2.07,0.28,48,19,0,6,1551,30,68,2152
58,2006,Mahabubnagar,109.64,2679.8,671,3,1,111,850,723,2,10,512,69,1510,641,1,0,0,15,50,2263,12,20,1759,7,70,1763,3,10,2248,7.01,1.61,16,13,16,1320,1106,11,23.8,2214
58,2007,Mahabubnagar,147.84,4250.3,727,0,0,54,190,1382,25,80,728,1,30,607,0,0,0,1,0,0,18,40,1903,66,530,2183,5,10,3495,0.48,0.1,7,5,0,10,1041,22,51,2080
58,2008,Mahabubnagar,144.73,4212.1,1045,2,1,33,340,1269,4,10,779,55,1610,882,0,0,0,5,30,2394,3,10,2689,8,140,2406,1,0,3500,2.87,0.77,11,11,14,1110,2437,15,34,2697
58,2009,Mahabubnagar,163.86,4011.1,1407,0,0,41,210,1553,1,20,1112,31,750,982,0,0,0,1,0,0,7,30,3825,85,690,3145,27,50,3706,0,0,15,12,0,0,1618,57,163.2,2919
58,2010,Mahabubnagar,196.7,5457.7,997,4,2,176,1360,1226,0,0,0,27,570,906,0,0,0,3,30,2509,38,60,3181,3,30,3706,22,40,4715,0.81,0.38,15,9,0,20,1947,154,236.3,4068
58,2011,Mahabubnagar,172.07,3965.6,1146,2,1,93,810,2685,2,10,924,4,120,1080,10,120,1084,5,10,3332,27,120,4291,6,50,4244,2,0,3582,5.15,1.77,4,2,0,30,2133,23,59.5,3847
58,2012,Mahabubnagar,142.03,3805,1617,0,0,8,40,2211,1,0,0,80,2540,1240,0,0,0,1,10,3387,3,10,3926,46,550,4803,5,10,8512,0,0,25,18,2,150,2600,43,153,3621
58,2013,Mahabubnagar,168.63,4787,,0,0,34,200,,1,0,0,17,540,,0,0,0,0,0,0,27,140,,26,320,,11,10,,0.08,0.04,11,8,2,140,,56,188.7,
58,2014,Mahabubnagar,160.77,4181,,0,0,179,1150,,11,40,,3,90,,19,160,,6,30,,28,50,,140,880,,1,0,,6.98,2.68,37,14,0,4,,44,79.9,
58,2015,Mahabubnagar,96.28,2150.2,1428,2,2,112,640,2011,3,10,1807,64,1290,1331,0,10,1756,18,90,4357,11,10,,7,60,4272,5,20,,8.24,3.85,14,10,20,1200,2900,16,39.1,3973
58,2016,Mahabubnagar,143.31,3864.6,,0,0,48,150,,23,80,,1,20,,0,0,0,1,10,,19,60,,53,380,,5,10,,0.96,0.45,7,6,1,40,,25,59.5,
58,2017,Mahabubnagar,170.82,4200.7,,2,2,27,290,,4,20,,56,1700,,0,0,0,5,30,,3,10,,6,80,,1,0,,4.33,3.25,20,18,19,1400,,19,44.2,
57,1966,Medak,97,1380,44.5,0,0,33,150,62.5,1,10,,29,710,52.7,0,0,0,1,0,0,7,30,88.5,80,660,110.3,28,60,192.7,0,0,20,14,0,0,,73,224.4,
57,1967,Medak,106,1580,50.5,4,3,177,1310,64.6,0,0,0,28,640,62,0,0,0,3,10,153,36,60,132.1,3,30,,23,30,170.4,0,0,16,9,1,0,,158,168.3,
57,1968,Medak,64.2,640,57.9,2,1,88,620,,1,10,,5,90,,9,90,,5,20,,25,80,,8,60,,2,0,,0,0,3,2,0,40,,37,64.6,
57,1969,Medak,87.7,850,51,0,0,6,40,52.5,1,0,0,86,2840,58.9,0,0,0,1,0,0,3,10,86.8,46,500,118.6,5,10,223.3,0,0,17,10,2,140,67.1,64,236.3,
57,1970,Medak,106.9,1307,55.4,0,0,30,170,,0,0,0,19,570,50.6,0,0,0,0,0,0,25,100,,22,250,,9,10,177.9,0,0,10,6,2,150,,73,137.7,
57,1971,Medak,59.3,634,64.6,0,0,180,1300,84.5,12,70,,4,110,51.3,17,140,58.8,4,30,91.5,34,70,105.5,137,1210,117.8,1,0,207.7,0,0,42,23,0,10,101,91,130.9,
57,1972,Medak,52.6,162,81.6,2,2,110,740,103,2,10,71.8,57,950,89.3,0,0,0,18,100,152.8,11,20,150.7,7,60,187.3,3,10,273.5,0,0,14,7,20,1380,139,26,54.4,
57,1973,Medak,90.9,1363,78.4,0,0,36,150,117.3,22,70,53,2,40,111.3,0,0,0,1,0,0,23,70,157.5,54,480,202.6,4,10,312.1,0,0,6,3,1,40,114,40,83.3,
57,1974,Medak,115,1718,90.5,1,2,24,170,150,4,20,124,52,1380,123.5,0,0,0,3,10,198,3,10,181,9,130,293.5,1,0,,0,0,21,14,20,1450,146,27,54.4,
57,1975,Medak,112.1,1685,84,0,0,25,130,103,1,0,0,33,790,71.5,0,0,0,1,0,0,7,20,139,76,650,160.5,25,80,309,0,0,19,12,0,0,129,83,302.6,
57,1976,Medak,107.2,1747,88,3,1,166,1240,111,0,0,0,28,800,87.5,0,0,0,3,20,148,34,60,195,3,50,193,25,20,374,0,0,9,6,0,40,150,154,248.2,
57,1977,Medak,81.9,1045,96.5,2,2,83,690,84.5,1,10,,6,120,79,9,130,62,5,30,204,27,80,295,8,110,,2,0,376,0,0,2,2,0,20,84,25,61.2,
57,1978,Medak,126.5,2579,85.3,0,0,5,40,81.3,0,0,0,93,3530,90.8,0,0,0,1,10,198,3,10,284,40,580,,5,10,360,0,0,8,6,3,180,77,67,272,
57,1979,Medak,79,1270,95,0,0,27,150,94.2,0,0,0,18,580,90,0,0,0,0,0,0,27,130,279,17,240,,9,20,423,0,0,4,3,2,150,,72,130.9,
57,1980,Medak,93,1700,114.3,0,2,191,1190,124.6,14,80,,12,360,100.5,18,180,92.5,3,20,384,40,130,312.9,159,1360,306.4,1,0,447.4,0,0,28,16,0,10,263,68,181.9,
57,1981,Medak,126,2040,127.6,4,0,97,580,158.4,2,10,,60,1430,117.3,0,0,0,19,110,332.3,11,30,328.7,9,110,,3,10,507.3,0,0,8,6,19,1370,295.5,20,51,
57,1982,Medak,112.9,2181,137,0,0,36,150,153.9,22,120,,2,40,126.3,0,0,0,1,0,0,29,100,351,58,540,,7,20,543,0,0,6,3,0,20,,44,96.9,
57,1983,Medak,130.4,2396,145.9,2,2,24,360,168.7,4,20,132.9,49,1710,134.1,0,0,0,3,20,347.5,2,10,427.8,15,280,,1,0,653.7,0,0,10,9,17,1170,227.7,21,52.7,
57,1984,Medak,101.8,1661,143,0,0,20,160,148.7,0,0,0,35,960,105,0,0,0,1,10,390.9,11,30,367,71,720,,26,50,656.4,0,0,12,9,0,0,281.6,108,377.4,
57,1985,Medak,82.9,1266,152,3,2,154,650,162.5,0,0,0,29,770,126.5,0,0,0,4,10,404,33,10,374,4,30,,26,10,667,1.33,0.24,7,3,0,20,278.5,145,112.2,
57,1986,Medak,80,860,157.4,2,1,75,780,174.9,1,0,0,6,150,149,7,80,124,6,10,428.6,28,10,455,5,40,,2,0,685,5.75,1.24,2,1,0,40,230,22,37.4,
57,1987,Medak,99,1890,168,0,0,6,50,178.9,1,0,0,94,2900,164.9,0,0,0,1,0,0,3,10,680.1,33,290,906,4,10,,0,0,10,4,2,150,222.2,61,180.2,
57,1988,Medak,131.8,2514,186.7,0,0,25,180,279.8,1,0,0,25,730,170.1,0,0,0,0,0,0,26,80,567.1,19,230,,9,10,794.6,0,0,4,2,2,170,,71,151.3,
57,1989,Medak,134.3,2779,196.1,0,0,158,790,240.1,10,40,,21,550,189.1,9,70,182.3,3,0,0,36,60,654.8,140,710,617.8,1,0,965,1.64,0.3,39,14,0,0,308,58,88.4,
57,1990,Medak,130.08,2832.5,207,3,2,101,510,241,2,10,,71,1580,183,0,0,0,20,20,713,10,0,846,7,60,839,2,0,1110,6.34,1.24,9,5,18,1260,354,13,22.1,
57,1991,Medak,108.33,1755,289,0,0,32,110,426,17,70,,2,70,323,0,0,0,1,0,0,26,30,1034,54,260,978,6,0,,0.2,0.04,6,3,0,20,371,51,110.5,1360
57,1992,Medak,93.97,1652.2,295,2,1,29,180,306,4,20,,52,1450,288,0,0,0,3,0,0,2,0,1077,9,110,940,1,0,1131,3.08,0.3,6,4,16,1170,438,17,30.6,
57,1993,Medak,92,1640,337,0,0,26,200,263,0,0,0,46,1190,226,0,0,0,1,0,0,12,20,1044,66,500,879,19,20,1394,0,0,14,6,0,0,587,101,224.4,
57,1994,Medak,81,1810,372,3,2,143,1010,387,0,30,,29,770,341,0,0,0,3,10,957,36,130,,5,70,967,16,30,1446,0.54,0.19,5,3,0,30,562,162,261.8,
57,1995,Medak,105,1890,374,2,1,88,430,,1,10,,6,160,372,10,60,,6,10,827,36,150,1646,9,100,,2,0,,3.88,1.27,2,1,1,120,503,26,42.5,
57,1996,Medak,108,2190,387,0,0,4,20,518,1,0,0,96,3690,377,0,0,0,1,0,0,6,20,1449,30,330,1154,4,10,1547,0,0,6,4,2,200,850,84,333.2,
57,1997,Medak,74,1350,453,0,0,26,170,535,1,0,0,18,480,396,0,0,0,0,0,0,24,120,1588,14,170,1045,10,10,1338,0,0,2,1,3,340,1043,88,243.1,1800
57,1998,Medak,123,3030,,0,0,173,1020,475,15,60,513,21,690,374,12,100,430,3,0,0,49,120,1062,131,990,1391,2,0,1918,1.36,0.46,30,15,0,0,1572,94,130.9,2050
57,1999,Medak,112.83,2223.8,508,4,2,101,660,722,2,10,438,81,2800,433,0,0,0,18,20,1298,18,60,1450,10,120,1226,3,10,1985,5.75,2.28,10,6,17,1310,686,23,54.4,1990
57,2000,Medak,123.17,3362.3,471,0,0,30,120,520,19,100,351,2,60,370,0,0,0,1,0,0,26,120,1450,54,420,1223,6,20,1996,0.71,0.24,2,2,0,10,1450,113,219.3,2212
