Dist Code,Year,Dist Name,PADDY HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),BAJRA HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),RAGI HARVEST PRICE (Rs per Quintal),GRAM HARVEST PRICE (Rs per Quintal), ARHAR HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
56,2002,Nizamabad,645,662,474,508,415,1629,1772,1321,1779,829,2031
56,2003,Nizamabad,574,746,544,406,492,1326,1749,1677,1550,792,2469
56,2004,Nizamabad,600,545,454,497,458,1335,1488,1376,2368,1188,1697
56,2005,Nizamabad,530,722,550,504,524,1550,1547,1672,2095,1102,1921
56,2006,Nizamabad,655,616,885,598,555,1704,1884,1832,2546,1051,1869
56,2007,Nizamabad,750,873,1438,682,734,1944,2166,1322,4167,1062,2070
56,2008,Nizamabad,894,959,1741,811,838,1981,2171,2408,3655,1221,2705
56,2009,Nizamabad,952,1256,928,859,1041,1719,4297,2505,3706,1983,3057
56,2010,Nizamabad,906,1897,3526,938,-1,1872,3511,3651,3688,1913,4310
56,2011,Nizamabad,1018,2621,1906,946,-1,3092,2915,4015,6019,2200,3673
56,2012,Nizamabad,1135,1917,3526,1198,-1,3399,3229,4828,3688,2600,3683
56,2015,Nizamabad,1503,1820,1518,1339,-1,4580,-1,4956,6695,3200,4106
56,2016,Nizamabad,1513,-1,-1,1421,-1,-1,4246,4811,-1,-1,4837
520,1993,Rangareddy,339,310,204,251,178,992,-1,806,-1,-1,-1
520,1994,Rangareddy,382,484,272,312,268,899,-1,1098,-1,-1,-1
520,1996,Rangareddy,423,586,382,381,370,1050,1327,1034,1768,850,1769
520,1997,Rangareddy,488,615,422,405,399,1080,1588,1085,1338,1043,1800
520,1998,Rangareddy,-1,462,665,394,436,-1,996,-1,1860,1650,2406
520,1999,Rangareddy,539,749,510,457,425,1298,1576,1138,1687,686,1990
520,2000,Rangareddy,476,596,351,379,451,1264,1485,1178,1845,1485,2212
520,2001,Rangareddy,499,572,380,446,443,1331,1281,1333,1719,811,1705
520,2002,Rangareddy,617,589,484,493,441,1351,1677,1772,1828,829,2031
520,2003,Rangareddy,575,593,458,490,476,1579,1973,1390,1906,776,2322
520,2004,Rangareddy,577,737,485,481,509,1625,1458,1519,1924,1188,1886
520,2005,Rangareddy,582,722,518,527,531,1540,1542,1452,2678,1102,2069
520,2006,Rangareddy,634,716,512,591,543,2263,2064,1645,2099,1051,1961
520,2007,Rangareddy,724,1175,728,672,726,1826,2122,1698,3655,1041,2079
520,2008,Rangareddy,862,1071,779,858,910,2456,2523,2258,3619,2437,2830
520,2009,Rangareddy,908,1244,1112,977,1247,2079,3911,2594,3706,2089,2659
520,2010,Rangareddy,937,1225,978,881,935,2161,3181,3540,-1,1947,4068
520,2011,Rangareddy,1031,2411,748,1047,1076,3263,3619,4288,3582,1915,3684
520,2012,Rangareddy,1275,2517,1069,1279,1261,3253,4556,4345,8512,-1,3515
520,2015,Rangareddy,1494,2591,-1,1377,1575,4536,-1,4889,-1,3000,3861
60,1966,Warangal,54.5,47.5,44,52.8,-1,-1,85.8,102.3,-1,-1,-1
60,1967,Warangal,46.5,58,-1,-1,-1,-1,112.2,117.5,125,-1,-1
60,1968,Warangal,60.1,80,47,40,-1,-1,118,97.3,-1,-1,-1
60,1969,Warangal,48.7,52.7,52,51.2,-1,-1,80,112.7,171.7,-1,-1
60,1970,Warangal,53.9,44.5,46.1,42.3,-1,-1,93.2,106.6,232.9,-1,-1
60,1971,Warangal,72,70.9,79.4,62.4,-1,-1,102,126.9,211.3,-1,-1
60,1972,Warangal,90.3,89.5,82.7,80.3,-1,-1,179.8,158,232.2,-1,-1
60,1973,Warangal,84.5,92.5,72,92.9,-1,-1,130,216.3,315,-1,-1
60,1974,Warangal,108.1,140.1,132.5,126,-1,-1,130,181.3,241.6,-1,-1
60,1975,Warangal,85,78.3,80.6,70.4,-1,133.8,99.9,131,186.7,-1,-1
60,1976,Warangal,90.3,102.9,-1,86.7,-1,149,170.3,233.4,357.6,-1,-1
60,1977,Warangal,96,92.6,95.3,92.7,-1,186.8,184,183.2,322.8,-1,-1
60,1978,Warangal,83.3,76.5,68,82.7,-1,192,242.5,157.8,297.7,-1,-1
60,1979,Warangal,103.9,90.4,78.4,92.4,-1,190.1,268.3,-1,-1,-1,-1
60,1980,Warangal,108.1,97.9,82.6,94.6,-1,-1,277.3,222.3,411.8,-1,-1
60,1981,Warangal,119.9,115.7,100.6,122.5,-1,-1,319,259.5,453.8,-1,-1
60,1982,Warangal,143.2,114.5,98.7,133.9,-1,-1,328.2,284.3,426.5,-1,-1
60,1983,Warangal,148.6,118.8,105.4,141.3,-1,-1,406,311.5,574,-1,-1
60,1984,Warangal,160.7,125.6,126.1,117.1,-1,-1,350.6,319.3,685.1,-1,-1
60,1985,Warangal,169,129.9,130.3,170.5,-1,-1,376.6,339.1,522.1,-1,-1
60,1986,Warangal,168.8,148.3,149,142.9,-1,-1,571.2,413.1,553.7,-1,-1
60,1987,Warangal,187.7,146.8,155.2,197.5,-1,-1,571,587.9,878.1,-1,-1
60,1988,Warangal,209,191,168,214.5,-1,-1,573,517,645,-1,-1
60,1989,Warangal,210.5,193.5,165,214.5,-1,-1,607,577.5,825,-1,-1
60,1990,Warangal,217,208,180,212,-1,-1,775,698,827,-1,-1
60,1991,Warangal,294,296,371,314,-1,-1,844,805,1263,-1,1603
60,1992,Warangal,298,335,-1,329,-1,-1,826,754,1075,-1,-1
60,1993,Warangal,390,268,-1,273,-1,-1,810,765,1091,-1,-1
60,1994,Warangal,397,343,-1,387,-1,-1,-1,946,1207,-1,-1
60,1995,Warangal,421,-1,-1,389,-1,-1,1415,1108,-1,-1,-1
60,1996,Warangal,448,413,386,419,379,1203,1299,1195,1457,850,-1
60,1997,Warangal,472,533,389,421,415,1441,1456,1076,1244,1052,1920
60,1998,Warangal,502,519,374,436,-1,1162,1623,1174,1930,-1,1981
60,1999,Warangal,573,577,438,446,-1,1365,1418,1187,1890,-1,1925
60,2000,Warangal,508,628,418,375,-1,1466,1292,1141,1461,-1,2409
60,2001,Warangal,580,599,380,431,-1,1457,1323,1230,1693,-1,1715
60,2002,Warangal,795,596,484,512,-1,1436,1439,1549,1894,-1,2022
60,2003,Warangal,562,621,529,482,-1,1414,1689,1542,1948,-1,2366
60,2004,Warangal,609,648,516,476,504,1360,1494,1393,2551,1338,1925
60,2005,Warangal,619,775,533,508,524,1700,1551,1548,2193,1325,1915
60,2006,Warangal,666,1068,616,595,555,1943,2037,1764,2252,1148,1936
60,2007,Warangal,807,923,1438,628,734,2447,2075,2047,2141,1222,2037
60,2008,Warangal,993,1216,950,1012,838,2306,2868,2448,3816,1957,2785
60,2009,Warangal,1371,1255,908,822,1041,2405,3728,2865,3706,3007,2896
60,2010,Warangal,981,1282,-1,1031,-1,2808,3107,3181,3283,-1,4373
60,2011,Warangal,1057,2127,-1,1068,-1,2894,2898,2877,3831,-1,3740
60,2012,Warangal,1414,2622,-1,1225,-1,3561,3558,4352,5103,2600,3308
60,2015,Warangal,1424,2550,-1,1296,-1,5043,7997,4248,7936,-1,3921
60,2016,Warangal,1475,-1,-1,1139,-1,-1,4277,4811,-1,-1,4287
